gene	SRR5575407	SRR5575408	SRR5575409	SRR5575410	SRR5575413	SRR5575598	SRR5575599	SRR5575605	SRR5575606	SRR7716235	SRR7716244	SRR7716245	SRR7716246	SRR7716247
SRR5575407_k141_0_1	363.0	49.0	411.0	520.0	36.0	259.0	657.0	12.0	28.0	1664.0	625.0	152.0	229.0	211.0
SRR5575407_k141_0_2	200.0	24.0	240.0	278.0	17.0	124.0	313.0	11.0	13.0	898.0	387.0	111.0	150.0	94.0
SRR5575407_k141_100000_1	14.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0	4.0
SRR5575407_k141_100001_1	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100006_1	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100006_2	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0
SRR5575407_k141_100006_3	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100008_1	66.0	0.0	16.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	12.0	17.0	50.0	2.0
SRR5575407_k141_100008_2	90.0	0.0	8.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	5.0	17.0	2.0
SRR5575407_k141_10000_11	2932.0	0.0	488.0	127.0	23.0	118.0	59.0	34.0	11.0	91.0	63.0	0.0	99.0	550.0
SRR5575407_k141_10000_12	1331.0	0.0	64.0	54.0	13.0	38.0	58.0	22.0	9.0	71.0	36.0	0.0	84.0	93.0
SRR5575407_k141_10000_13	1929.0	0.0	63.0	66.0	12.0	33.0	74.0	16.0	0.0	90.0	72.0	0.0	98.0	115.0
SRR5575407_k141_10000_14	810.0	0.0	24.0	26.0	4.0	9.0	20.0	14.0	3.0	245.0	26.0	0.0	23.0	74.0
SRR5575407_k141_10000_17	166.0	0.0	10.0	57.0	3.0	55.0	0.0	16.0	4.0	121.0	26.0	0.0	6.0	69.0
SRR5575407_k141_10000_8	1865.0	0.0	60.0	81.0	19.0	21.0	69.0	37.0	0.0	85.0	46.0	0.0	94.0	111.0
SRR5575407_k141_100014_1	40.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0
SRR5575407_k141_100014_10	123.0	0.0	11.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	15.0	0.0	0.0
SRR5575407_k141_100014_11	110.0	0.0	8.0	0.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	26.0	6.0	0.0
SRR5575407_k141_100014_12	42.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0
SRR5575407_k141_100014_13	39.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	10.0	2.0	0.0
SRR5575407_k141_100014_14	12.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
SRR5575407_k141_100014_2	95.0	0.0	2.0	2.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	16.0	0.0	0.0
SRR5575407_k141_100014_3	178.0	0.0	7.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	30.0	4.0	0.0
SRR5575407_k141_100014_4	92.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0
SRR5575407_k141_100014_5	91.0	0.0	4.0	0.0	2.0	0.0	0.0	10.0	0.0	0.0	0.0	16.0	0.0	0.0
SRR5575407_k141_100014_6	53.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0
SRR5575407_k141_100014_7	175.0	0.0	10.0	0.0	0.0	0.0	0.0	14.0	4.0	0.0	0.0	34.0	8.0	0.0
SRR5575407_k141_100014_8	226.0	0.0	12.0	2.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	27.0	8.0	0.0
SRR5575407_k141_100014_9	37.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
SRR5575407_k141_100018_1	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
SRR5575407_k141_100020_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100020_2	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100024_1	13.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
SRR5575407_k141_100029_1	86.0	2.0	114.0	92.0	0.0	18.0	35.0	0.0	7.0	21.0	2.0	265.0	5.0	29.0
SRR5575407_k141_100029_10	207.0	3.0	249.0	240.0	0.0	68.0	57.0	13.0	23.0	51.0	55.0	522.0	32.0	65.0
SRR5575407_k141_100029_11	296.0	5.0	248.0	245.0	0.0	81.0	93.0	7.0	47.0	65.0	42.0	611.0	27.0	88.0
SRR5575407_k141_100029_12	101.0	0.0	90.0	100.0	0.0	47.0	34.0	0.0	7.0	24.0	0.0	318.0	0.0	26.0
SRR5575407_k141_100029_13	130.0	0.0	134.0	145.0	0.0	69.0	51.0	8.0	16.0	39.0	43.0	419.0	29.0	44.0
SRR5575407_k141_100029_2	55.0	0.0	51.0	52.0	0.0	16.0	24.0	6.0	3.0	17.0	27.0	198.0	22.0	14.0
SRR5575407_k141_100029_3	61.0	0.0	56.0	79.0	0.0	24.0	19.0	0.0	6.0	10.0	11.0	148.0	14.0	13.0
SRR5575407_k141_100029_4	111.0	0.0	134.0	166.0	0.0	54.0	46.0	10.0	7.0	42.0	40.0	331.0	54.0	44.0
SRR5575407_k141_100029_5	73.0	0.0	85.0	90.0	0.0	44.0	22.0	12.0	3.0	26.0	39.0	232.0	29.0	31.0
SRR5575407_k141_100029_6	46.0	0.0	67.0	38.0	0.0	15.0	12.0	0.0	6.0	11.0	0.0	116.0	0.0	10.0
SRR5575407_k141_100029_7	59.0	0.0	86.0	53.0	0.0	18.0	15.0	7.0	14.0	13.0	16.0	168.0	14.0	16.0
SRR5575407_k141_100029_8	226.0	2.0	232.0	237.0	0.0	0.0	62.0	4.0	31.0	51.0	0.0	443.0	0.0	62.0
SRR5575407_k141_100029_9	107.0	0.0	145.0	141.0	0.0	38.0	58.0	5.0	19.0	21.0	2.0	335.0	0.0	21.0
SRR5575407_k141_100031_1	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100031_2	15.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100031_3	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100035_1	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100037_1	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100038_1	77.0	0.0	12.0	67.0	7.0	11.0	2.0	13.0	3.0	0.0	44.0	0.0	18.0	0.0
SRR5575407_k141_100038_2	26.0	0.0	3.0	11.0	0.0	8.0	0.0	2.0	0.0	0.0	14.0	0.0	2.0	0.0
SRR5575407_k141_100038_3	48.0	0.0	5.0	14.0	2.0	10.0	0.0	13.0	0.0	0.0	21.0	0.0	5.0	0.0
SRR5575407_k141_100042_2	14.0	0.0	6.0	9.0	0.0	4.0	0.0	2.0	2.0	20.0	0.0	3.0	10.0	8.0
SRR5575407_k141_100047_1	310.0	0.0	30.0	115.0	0.0	92.0	244.0	43.0	0.0	163.0	14.0	0.0	379.0	75.0
SRR5575407_k141_100047_2	74.0	0.0	0.0	59.0	0.0	863.0	0.0	397.0	2.0	0.0	156.0	0.0	0.0	823.0
SRR5575407_k141_100048_1	30.0	0.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	7.0	14.0	0.0
SRR5575407_k141_100048_2	16.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	4.0	0.0
SRR5575407_k141_100049_1	91.0	0.0	163.0	56.0	0.0	9.0	0.0	47.0	12.0	0.0	143.0	0.0	3.0	8.0
SRR5575407_k141_10004_1	20.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	8.0	3.0	7.0	2.0
SRR5575407_k141_100050_1	10.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100051_1	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100052_1	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100054_1	166.0	30.0	4.0	10.0	0.0	11.0	0.0	6.0	0.0	16.0	14.0	31.0	4.0	29.0
SRR5575407_k141_100056_1	239.0	0.0	2.0	5.0	0.0	3.0	9.0	67.0	0.0	42.0	3.0	0.0	0.0	2.0
SRR5575407_k141_100057_1	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100059_1	22.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
SRR5575407_k141_100059_2	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0
SRR5575407_k141_10005_1	59.0	0.0	11.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	25.0	11.0	0.0
SRR5575407_k141_100061_1	10.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	2.0	10.0	2.0	0.0
SRR5575407_k141_100064_1	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100064_2	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100068_2	11.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	11.0	3.0	0.0
SRR5575407_k141_100069_1	17.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
SRR5575407_k141_100070_1	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100072_1	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100072_2	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100073_1	13.0	0.0	0.0	18.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	34.0	0.0
SRR5575407_k141_100073_2	2.0	0.0	25.0	6.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0
SRR5575407_k141_100077_1	108.0	5.0	10.0	30.0	0.0	9.0	82.0	5.0	7.0	2.0	6.0	426.0	7.0	4.0
SRR5575407_k141_100077_2	172.0	3.0	21.0	55.0	0.0	19.0	77.0	9.0	10.0	2.0	16.0	551.0	8.0	3.0
SRR5575407_k141_100077_3	152.0	4.0	10.0	56.0	6.0	20.0	99.0	6.0	6.0	4.0	14.0	449.0	10.0	3.0
SRR5575407_k141_100077_4	276.0	7.0	32.0	64.0	0.0	23.0	140.0	20.0	16.0	4.0	21.0	985.0	11.0	4.0
SRR5575407_k141_100077_5	275.0	9.0	39.0	80.0	2.0	33.0	127.0	7.0	5.0	8.0	18.0	829.0	15.0	0.0
SRR5575407_k141_100078_1	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100078_2	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100080_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100083_1	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100087_2	394.0	0.0	18.0	2.0	0.0	52.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100087_3	642.0	0.0	41.0	2.0	0.0	117.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100087_4	708.0	0.0	22.0	0.0	0.0	145.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100087_5	21.0	0.0	4.0	0.0	0.0	5.0	0.0	7.0	0.0	0.0	0.0	0.0	7.0	17.0
SRR5575407_k141_100089_1	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
SRR5575407_k141_100089_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100093_1	10.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100093_2	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
SRR5575407_k141_100096_3	12.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100099_1	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_10009_2	540.0	3683.0	262.0	151.0	56.0	3023.0	79.0	444.0	69.0	1614.0	1083.0	1632.0	1221.0	1458.0
SRR5575407_k141_10009_3	248.0	1331.0	80.0	60.0	26.0	1083.0	19.0	149.0	33.0	671.0	383.0	949.0	437.0	505.0
SRR5575407_k141_1000_1	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_1000_2	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100102_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100102_2	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100102_3	9.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100102_4	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
SRR5575407_k141_100107_2	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
SRR5575407_k141_100109_1	30.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100110_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100110_2	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100111_1	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100111_2	11.0	0.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0
SRR5575407_k141_100113_1	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100113_2	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100113_3	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
SRR5575407_k141_100115_2	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0
SRR5575407_k141_100116_1	410.0	0.0	20.0	218.0	0.0	563.0	0.0	0.0	6.0	234.0	50.0	0.0	0.0	8.0
SRR5575407_k141_100118_1	19.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100118_2	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100119_1	1684.0	3.0	1055.0	1919.0	18.0	304.0	0.0	713.0	13.0	828.0	504.0	0.0	1348.0	347.0
SRR5575407_k141_100119_2	2413.0	2.0	1102.0	2518.0	22.0	461.0	2.0	1069.0	14.0	973.0	632.0	0.0	1893.0	411.0
SRR5575407_k141_100119_3	600.0	0.0	303.0	602.0	4.0	96.0	0.0	230.0	4.0	232.0	140.0	0.0	468.0	96.0
SRR5575407_k141_100119_4	1935.0	0.0	867.0	1811.0	19.0	376.0	0.0	822.0	16.0	735.0	514.0	0.0	1380.0	301.0
SRR5575407_k141_100119_5	2308.0	0.0	1024.0	2004.0	24.0	410.0	0.0	851.0	24.0	890.0	537.0	0.0	1618.0	396.0
SRR5575407_k141_100119_6	899.0	4.0	448.0	883.0	5.0	198.0	92.0	366.0	13.0	263.0	217.0	11.0	705.0	141.0
SRR5575407_k141_100121_1	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100122_1	67.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100122_2	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100122_3	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100122_4	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100123_1	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100123_2	14.0	0.0	30.0	16.0	0.0	3.0	2.0	6.0	2.0	2.0	10.0	5.0	4.0	6.0
SRR5575407_k141_100123_3	7.0	0.0	4.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100123_4	16.0	0.0	3.0	72.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100125_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100127_1	116.0	0.0	2.0	36.0	0.0	0.0	0.0	0.0	0.0	47.0	214.0	0.0	0.0	0.0
SRR5575407_k141_100127_3	162.0	0.0	333.0	123.0	5.0	276.0	0.0	2.0	20.0	2110.0	1553.0	31.0	2.0	200.0
SRR5575407_k141_100130_1	29.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
SRR5575407_k141_100130_2	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100130_3	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100130_4	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100134_1	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100135_1	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100135_2	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100135_3	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100137_1	86.0	0.0	98.0	0.0	0.0	0.0	0.0	29.0	13.0	0.0	0.0	0.0	10.0	0.0
SRR5575407_k141_10013_2	3.0	0.0	0.0	4.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100141_1	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100144_1	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100144_2	29.0	0.0	9.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100147_1	177.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100147_2	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100147_3	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100147_4	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100147_5	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100153_1	4.0	2.0	5.0	5.0	0.0	98.0	13.0	2.0	2.0	159.0	49.0	0.0	28.0	42.0
SRR5575407_k141_100153_10	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100153_100	327.0	0.0	321.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
SRR5575407_k141_100153_101	82.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
SRR5575407_k141_100153_102	77.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100153_103	164.0	0.0	177.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0
SRR5575407_k141_100153_104	132.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
SRR5575407_k141_100153_105	192.0	0.0	178.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100153_106	167.0	0.0	157.0	16.0	0.0	0.0	0.0	2.0	2.0	0.0	33.0	5.0	7.0	6.0
SRR5575407_k141_100153_107	40.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100153_108	216.0	0.0	143.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0
SRR5575407_k141_100153_109	73.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100153_11	53.0	0.0	36.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100153_110	287.0	0.0	254.0	5.0	0.0	4.0	3.0	0.0	4.0	0.0	7.0	2.0	6.0	6.0
SRR5575407_k141_100153_111	59.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100153_112	212.0	0.0	197.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100153_113	99.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100153_114	51.0	0.0	36.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
SRR5575407_k141_100153_115	47.0	0.0	40.0	0.0	0.0	0.0	0.0	15.0	0.0	2.0	6.0	3.0	8.0	5.0
SRR5575407_k141_100153_116	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0
SRR5575407_k141_100153_117	100.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100153_118	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100153_119	36.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100153_12	63.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0
SRR5575407_k141_100153_120	232.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100153_13	107.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
SRR5575407_k141_100153_14	42.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0
SRR5575407_k141_100153_15	41.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100153_16	153.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
SRR5575407_k141_100153_17	64.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100153_18	157.0	0.0	114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	10.0
SRR5575407_k141_100153_19	136.0	0.0	136.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	41.0	0.0	3.0	3.0
SRR5575407_k141_100153_20	85.0	0.0	79.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
SRR5575407_k141_100153_21	127.0	0.0	87.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	5.0	0.0	4.0	0.0
SRR5575407_k141_100153_22	161.0	0.0	125.0	3.0	0.0	0.0	3.0	6.0	5.0	5.0	8.0	0.0	11.0	2.0
SRR5575407_k141_100153_23	163.0	0.0	176.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	3.0	0.0	14.0	2.0
SRR5575407_k141_100153_24	495.0	2.0	481.0	4.0	0.0	3.0	8.0	4.0	8.0	2.0	6.0	0.0	8.0	0.0
SRR5575407_k141_100153_25	178.0	2.0	168.0	48.0	0.0	51.0	33.0	124.0	9.0	0.0	89.0	0.0	88.0	17.0
SRR5575407_k141_100153_26	206.0	2.0	178.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	6.0	7.0	0.0
