gene	SRR5575407	SRR5575408	SRR5575409	SRR5575410	SRR5575413	SRR5575598	SRR5575599	SRR5575605	SRR5575606	SRR7716235	SRR7716244	SRR7716245	SRR7716246	SRR7716247
SRR5575407_k141_100449_1	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_10044_1	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100450_1	8.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100451_1	33.0	0.0	3.0	27.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100451_13	87.0	22.0	119.0	105.0	0.0	0.0	5.0	0.0	6.0	0.0	2.0	3598.0	0.0	0.0
SRR5575407_k141_100451_14	80.0	21.0	112.0	85.0	0.0	0.0	2.0	0.0	6.0	0.0	2.0	2626.0	0.0	0.0
SRR5575407_k141_100451_15	229.0	98.0	339.0	353.0	0.0	0.0	24.0	0.0	25.0	3.0	2.0	9759.0	2.0	0.0
SRR5575407_k141_100451_16	112.0	34.0	117.0	91.0	0.0	0.0	6.0	0.0	10.0	2.0	2.0	3573.0	0.0	0.0
SRR5575407_k141_100451_18	41.0	8.0	29.0	43.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	1059.0	0.0	0.0
SRR5575407_k141_100451_19	118.0	34.0	108.0	109.0	0.0	0.0	6.0	0.0	12.0	0.0	0.0	3881.0	0.0	0.0
SRR5575407_k141_100451_2	84.0	9.0	37.0	48.0	0.0	0.0	8.0	0.0	9.0	0.0	4.0	1655.0	0.0	0.0
SRR5575407_k141_100451_20	187.0	55.0	168.0	146.0	2.0	0.0	9.0	0.0	12.0	2.0	0.0	6838.0	2.0	0.0
SRR5575407_k141_100451_21	26.0	5.0	18.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	830.0	0.0	0.0
SRR5575407_k141_100451_22	33.0	11.0	44.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1113.0	0.0	0.0
SRR5575407_k141_100451_23	48.0	18.0	65.0	41.0	0.0	0.0	6.0	0.0	7.0	0.0	0.0	1848.0	0.0	0.0
SRR5575407_k141_100451_24	105.0	33.0	0.0	66.0	0.0	0.0	24.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
SRR5575407_k141_100451_25	122.0	47.0	6.0	53.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	4.0	0.0	0.0
SRR5575407_k141_100451_26	78.0	29.0	2.0	64.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
SRR5575407_k141_100451_27	108.0	40.0	0.0	75.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0
SRR5575407_k141_100451_28	161.0	52.0	4.0	94.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	10.0	0.0	0.0
SRR5575407_k141_100451_29	68.0	11.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
SRR5575407_k141_100451_3	122.0	32.0	66.0	88.0	0.0	0.0	5.0	0.0	3.0	0.0	2.0	3133.0	0.0	0.0
SRR5575407_k141_100451_30	178.0	79.0	190.0	186.0	4.0	0.0	17.0	0.0	16.0	4.0	5.0	9407.0	0.0	2.0
SRR5575407_k141_100451_31	99.0	40.0	13.0	65.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	966.0	0.0	0.0
SRR5575407_k141_100451_32	79.0	55.0	82.0	77.0	0.0	0.0	3.0	0.0	11.0	4.0	0.0	5130.0	0.0	0.0
SRR5575407_k141_100451_33	85.0	64.0	110.0	97.0	0.0	3.0	14.0	0.0	3.0	2.0	3.0	5976.0	0.0	0.0
SRR5575407_k141_100451_34	13.0	5.0	12.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	447.0	0.0	0.0
SRR5575407_k141_100451_4	121.0	19.0	2.0	86.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
SRR5575407_k141_100451_5	115.0	22.0	6.0	55.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	5.0	2.0	0.0
SRR5575407_k141_100451_6	114.0	23.0	65.0	67.0	2.0	0.0	6.0	0.0	11.0	2.0	0.0	2537.0	0.0	0.0
SRR5575407_k141_100451_7	244.0	63.0	165.0	186.0	0.0	0.0	20.0	0.0	18.0	4.0	0.0	5723.0	0.0	0.0
SRR5575407_k141_100451_8	567.0	162.0	400.0	459.0	2.0	0.0	42.0	2.0	19.0	4.0	2.0	14518.0	0.0	0.0
SRR5575407_k141_100451_9	169.0	49.0	197.0	167.0	0.0	0.0	15.0	0.0	13.0	0.0	0.0	5503.0	3.0	2.0
SRR5575407_k141_100456_1	35.0	2.0	4.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	4.0	0.0	10.0	2.0
SRR5575407_k141_100456_2	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100457_1	29.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0
SRR5575407_k141_100461_2	5.0	0.0	0.0	7.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0
SRR5575407_k141_100461_3	5.0	0.0	0.0	10.0	4.0	0.0	0.0	7.0	0.0	0.0	7.0	0.0	0.0	0.0
SRR5575407_k141_100463_1	303.0	2.0	7.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	11.0	0.0	6.0	0.0
SRR5575407_k141_100466_2	61.0	0.0	100.0	2.0	0.0	0.0	0.0	6.0	57.0	0.0	0.0	2.0	5.0	2.0
SRR5575407_k141_100466_3	111.0	0.0	121.0	7.0	0.0	0.0	0.0	14.0	93.0	0.0	0.0	0.0	20.0	0.0
SRR5575407_k141_100466_4	19.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100466_5	22.0	0.0	54.0	16.0	0.0	0.0	0.0	35.0	12.0	0.0	0.0	0.0	35.0	0.0
SRR5575407_k141_100466_6	135.0	0.0	468.0	229.0	0.0	4.0	0.0	559.0	129.0	0.0	6.0	0.0	482.0	0.0
SRR5575407_k141_100467_1	13.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0
SRR5575407_k141_100467_2	13.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0
SRR5575407_k141_10046_1	8.0	0.0	3.0	0.0	0.0	2.0	2.0	0.0	0.0	3.0	0.0	4.0	3.0	0.0
SRR5575407_k141_100472_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100472_2	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100473_1	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100473_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100480_2	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	9.0	0.0	0.0
SRR5575407_k141_100481_1	135.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100481_2	96.0	0.0	0.0	0.0	0.0	0.0	2.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100481_3	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
SRR5575407_k141_100481_4	165.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100481_5	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100481_6	230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100481_7	144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100488_1	17.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	6.0	0.0	0.0	0.0
SRR5575407_k141_100493_1	10.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0
SRR5575407_k141_100498_2	76.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	76.0	8.0	0.0
SRR5575407_k141_100501_1	163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100501_10	46.0	0.0	114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100501_11	37.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100501_12	29.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100501_14	493.0	0.0	605.0	200.0	0.0	615.0	0.0	2.0	56.0	7529.0	3742.0	162.0	0.0	881.0
SRR5575407_k141_100501_17	210.0	0.0	265.0	124.0	0.0	326.0	0.0	0.0	19.0	2996.0	1426.0	69.0	7.0	398.0
SRR5575407_k141_100501_2	103.0	0.0	0.0	0.0	0.0	2.0	11.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100501_20	190.0	0.0	276.0	111.0	0.0	345.0	0.0	0.0	21.0	3350.0	1713.0	59.0	0.0	460.0
SRR5575407_k141_100501_21	220.0	0.0	360.0	153.0	0.0	382.0	0.0	2.0	25.0	4408.0	2172.0	89.0	0.0	563.0
SRR5575407_k141_100501_24	378.0	0.0	556.0	196.0	0.0	481.0	0.0	2.0	33.0	5438.0	3061.0	134.0	7.0	724.0
SRR5575407_k141_100501_25	453.0	0.0	560.0	302.0	0.0	641.0	0.0	2.0	48.0	7289.0	3657.0	134.0	2.0	883.0
SRR5575407_k141_100501_26	204.0	0.0	283.0	146.0	0.0	310.0	0.0	0.0	33.0	3257.0	1638.0	59.0	0.0	400.0
SRR5575407_k141_100501_27	214.0	0.0	326.0	134.0	0.0	322.0	0.0	0.0	27.0	3357.0	1729.0	69.0	0.0	453.0
SRR5575407_k141_100501_3	346.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100501_30	189.0	0.0	363.0	114.0	0.0	237.0	0.0	2.0	19.0	3046.0	1544.0	57.0	0.0	372.0
SRR5575407_k141_100501_31	137.0	0.0	170.0	65.0	0.0	183.0	0.0	0.0	17.0	2111.0	1000.0	49.0	2.0	272.0
SRR5575407_k141_100501_32	204.0	0.0	334.0	130.0	0.0	278.0	0.0	2.0	22.0	3682.0	1915.0	78.0	0.0	435.0
SRR5575407_k141_100501_34	174.0	0.0	322.0	78.0	0.0	275.0	0.0	0.0	24.0	3128.0	1535.0	59.0	0.0	391.0
SRR5575407_k141_100501_36	163.0	0.0	279.0	89.0	0.0	251.0	0.0	0.0	18.0	2392.0	1213.0	30.0	0.0	301.0
SRR5575407_k141_100501_38	120.0	0.0	225.0	79.0	0.0	176.0	0.0	0.0	14.0	2164.0	1106.0	59.0	0.0	294.0
SRR5575407_k141_100501_39	131.0	0.0	235.0	103.0	0.0	176.0	0.0	0.0	13.0	2141.0	1074.0	50.0	0.0	225.0
SRR5575407_k141_100501_4	182.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100501_40	235.0	0.0	461.0	135.0	0.0	323.0	0.0	3.0	32.0	3721.0	1869.0	64.0	5.0	496.0
SRR5575407_k141_100501_42	132.0	0.0	281.0	78.0	0.0	188.0	2.0	2.0	22.0	2224.0	1096.0	51.0	0.0	295.0
SRR5575407_k141_100501_43	294.0	0.0	517.0	184.0	0.0	410.0	2.0	4.0	44.0	4194.0	2170.0	136.0	18.0	530.0
SRR5575407_k141_100501_44	186.0	0.0	367.0	123.0	0.0	254.0	2.0	0.0	41.0	2972.0	1663.0	68.0	4.0	435.0
SRR5575407_k141_100501_45	302.0	0.0	568.0	155.0	0.0	419.0	0.0	0.0	39.0	4859.0	2346.0	104.0	0.0	564.0
SRR5575407_k141_100501_46	402.0	0.0	674.0	250.0	0.0	522.0	0.0	2.0	52.0	5475.0	2716.0	139.0	12.0	690.0
SRR5575407_k141_100501_47	61.0	0.0	129.0	48.0	0.0	112.0	0.0	0.0	13.0	908.0	414.0	13.0	0.0	114.0
SRR5575407_k141_100501_48	150.0	0.0	379.0	111.0	0.0	251.0	0.0	0.0	33.0	3369.0	1604.0	68.0	0.0	422.0
SRR5575407_k141_100501_49	187.0	0.0	396.0	138.0	0.0	248.0	0.0	0.0	43.0	2989.0	1528.0	53.0	0.0	381.0
SRR5575407_k141_100501_5	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100501_50	562.0	0.0	1174.0	304.0	4.0	734.0	0.0	0.0	109.0	7096.0	3743.0	179.0	6.0	853.0
SRR5575407_k141_100501_51	132.0	0.0	259.0	80.0	0.0	145.0	0.0	0.0	28.0	1423.0	753.0	37.0	0.0	172.0
SRR5575407_k141_100501_52	330.0	0.0	805.0	198.0	2.0	457.0	3.0	0.0	44.0	5070.0	2411.0	108.0	0.0	600.0
SRR5575407_k141_100501_53	505.0	0.0	957.0	292.0	0.0	653.0	0.0	3.0	89.0	6920.0	3444.0	186.0	25.0	820.0
SRR5575407_k141_100501_54	75.0	0.0	157.0	42.0	0.0	87.0	0.0	0.0	27.0	1094.0	576.0	16.0	0.0	136.0
SRR5575407_k141_100501_56	93.0	0.0	181.0	61.0	0.0	137.0	0.0	2.0	13.0	1363.0	725.0	24.0	0.0	197.0
SRR5575407_k141_100501_57	183.0	0.0	311.0	97.0	0.0	276.0	0.0	2.0	28.0	2810.0	1372.0	53.0	0.0	394.0
SRR5575407_k141_100501_58	91.0	0.0	181.0	53.0	0.0	147.0	0.0	0.0	9.0	1574.0	780.0	21.0	0.0	206.0
SRR5575407_k141_100501_59	156.0	0.0	276.0	89.0	0.0	218.0	0.0	0.0	23.0	2388.0	1238.0	43.0	0.0	300.0
SRR5575407_k141_100501_6	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100501_60	109.0	0.0	230.0	76.0	0.0	148.0	0.0	0.0	17.0	1697.0	836.0	24.0	0.0	238.0
SRR5575407_k141_100501_61	53.0	0.0	124.0	52.0	0.0	112.0	0.0	0.0	7.0	882.0	417.0	11.0	0.0	103.0
SRR5575407_k141_100501_62	39.0	0.0	95.0	26.0	0.0	70.0	0.0	0.0	9.0	586.0	331.0	11.0	0.0	70.0
SRR5575407_k141_100501_63	162.0	0.0	375.0	147.0	0.0	305.0	0.0	0.0	25.0	2972.0	1665.0	59.0	0.0	385.0
SRR5575407_k141_100501_64	213.0	0.0	493.0	144.0	2.0	303.0	50.0	0.0	25.0	2984.0	1488.0	54.0	0.0	379.0
SRR5575407_k141_100501_66	321.0	2.0	741.0	227.0	4.0	439.0	18.0	0.0	62.0	3868.0	2117.0	94.0	4.0	479.0
SRR5575407_k141_100501_67	302.0	0.0	606.0	196.0	0.0	330.0	0.0	2.0	28.0	3511.0	1951.0	61.0	0.0	388.0
SRR5575407_k141_100501_69	313.0	6.0	670.0	196.0	2.0	439.0	5.0	4.0	48.0	3705.0	1959.0	211.0	2.0	446.0
SRR5575407_k141_100501_7	111.0	0.0	187.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100501_70	396.0	0.0	841.0	173.0	2.0	502.0	3.0	0.0	56.0	5424.0	2717.0	103.0	9.0	689.0
SRR5575407_k141_100501_71	214.0	0.0	474.0	138.0	0.0	263.0	0.0	0.0	31.0	3138.0	1601.0	35.0	0.0	348.0
SRR5575407_k141_100501_73	236.0	0.0	462.0	155.0	0.0	320.0	0.0	0.0	25.0	2984.0	1567.0	59.0	0.0	403.0
SRR5575407_k141_100501_74	332.0	33.0	693.0	409.0	3.0	408.0	63.0	0.0	35.0	3839.0	2157.0	224.0	0.0	471.0
SRR5575407_k141_100501_76	288.0	0.0	674.0	133.0	0.0	298.0	0.0	0.0	32.0	3338.0	1744.0	65.0	10.0	450.0
SRR5575407_k141_100501_77	266.0	0.0	667.0	176.0	0.0	309.0	0.0	0.0	39.0	3398.0	1808.0	71.0	2.0	466.0
SRR5575407_k141_100501_78	568.0	0.0	1563.0	380.0	0.0	734.0	2.0	5.0	137.0	8198.0	4447.0	164.0	0.0	1073.0
SRR5575407_k141_100501_79	885.0	0.0	2065.0	569.0	2.0	1010.0	202.0	4.0	177.0	9643.0	5417.0	240.0	5.0	1184.0
SRR5575407_k141_100501_8	255.0	0.0	547.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100501_80	289.0	0.0	765.0	422.0	0.0	355.0	0.0	3.0	62.0	2751.0	1410.0	58.0	0.0	329.0
SRR5575407_k141_100501_81	975.0	0.0	2553.0	1401.0	0.0	1080.0	0.0	0.0	187.0	10897.0	5932.0	232.0	0.0	1239.0
SRR5575407_k141_100501_82	245.0	0.0	665.0	356.0	0.0	315.0	0.0	2.0	74.0	2915.0	1539.0	65.0	0.0	393.0
SRR5575407_k141_100501_84	119.0	0.0	344.0	184.0	0.0	184.0	0.0	2.0	26.0	1587.0	780.0	20.0	0.0	195.0
SRR5575407_k141_100501_85	86.0	0.0	205.0	109.0	0.0	88.0	0.0	0.0	19.0	767.0	446.0	17.0	0.0	68.0
SRR5575407_k141_100501_86	114.0	0.0	280.0	171.0	0.0	177.0	0.0	0.0	24.0	1351.0	725.0	21.0	0.0	173.0
SRR5575407_k141_100501_87	259.0	0.0	748.0	435.0	0.0	354.0	0.0	4.0	36.0	3616.0	1797.0	68.0	0.0	409.0
SRR5575407_k141_100501_88	145.0	0.0	353.0	206.0	0.0	138.0	0.0	0.0	30.0	1958.0	1024.0	42.0	0.0	236.0
SRR5575407_k141_100501_89	163.0	0.0	426.0	111.0	0.0	0.0	0.0	0.0	24.0	2558.0	6.0	55.0	0.0	354.0
SRR5575407_k141_100501_9	47.0	0.0	121.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100502_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100506_1	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100506_2	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100506_3	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100507_1	18.0	0.0	6.0	20.0	0.0	0.0	0.0	178.0	8.0	2.0	0.0	0.0	2.0	17.0
SRR5575407_k141_100507_2	9.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100509_1	894.0	0.0	178.0	440.0	80.0	299.0	1917.0	0.0	0.0	1713.0	78.0	476.0	149.0	0.0
SRR5575407_k141_100509_2	573.0	0.0	75.0	242.0	43.0	185.0	822.0	0.0	0.0	288.0	40.0	201.0	90.0	0.0
SRR5575407_k141_100510_1	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100510_2	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100510_3	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100515_1	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100515_2	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100515_3	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100515_4	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100521_1	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0
SRR5575407_k141_100524_2	67.0	0.0	81.0	93.0	0.0	0.0	0.0	0.0	0.0	40.0	6.0	0.0	12.0	0.0
SRR5575407_k141_100527_1	29.0	0.0	16.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100529_1	3.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	4.0	4.0
SRR5575407_k141_100533_1	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
SRR5575407_k141_100534_1	31.0	0.0	15.0	10.0	0.0	18.0	0.0	7.0	4.0	0.0	8.0	18.0	17.0	3.0
SRR5575407_k141_100536_1	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
SRR5575407_k141_100536_2	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
SRR5575407_k141_100536_3	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
SRR5575407_k141_100544_2	19.0	0.0	0.0	0.0	0.0	48.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100544_3	46.0	0.0	0.0	0.0	0.0	70.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100544_4	29.0	0.0	0.0	0.0	0.0	118.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100547_2	22.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	3.0	104.0	0.0	0.0	0.0	3.0
SRR5575407_k141_100550_11	148.0	0.0	34.0	117.0	0.0	0.0	0.0	280.0	44.0	5.0	0.0	0.0	95.0	42.0
SRR5575407_k141_100550_12	155.0	0.0	22.0	93.0	0.0	0.0	0.0	258.0	39.0	0.0	0.0	0.0	49.0	43.0
SRR5575407_k141_100550_14	317.0	0.0	66.0	175.0	0.0	0.0	0.0	525.0	65.0	6.0	3.0	0.0	175.0	61.0
SRR5575407_k141_100550_16	194.0	0.0	45.0	138.0	0.0	0.0	2.0	345.0	48.0	10.0	0.0	0.0	119.0	49.0
SRR5575407_k141_100550_17	117.0	0.0	18.0	82.0	0.0	0.0	0.0	191.0	20.0	0.0	0.0	0.0	68.0	24.0
SRR5575407_k141_100550_18	218.0	0.0	34.0	125.0	0.0	0.0	0.0	246.0	36.0	4.0	0.0	0.0	101.0	47.0
SRR5575407_k141_100550_19	185.0	0.0	44.0	92.0	0.0	0.0	0.0	247.0	36.0	10.0	0.0	0.0	89.0	26.0
SRR5575407_k141_100550_20	84.0	0.0	14.0	38.0	0.0	0.0	0.0	116.0	22.0	0.0	0.0	0.0	46.0	15.0
SRR5575407_k141_100550_21	241.0	0.0	86.0	187.0	0.0	0.0	0.0	422.0	60.0	6.0	4.0	0.0	146.0	65.0
SRR5575407_k141_100550_22	192.0	0.0	56.0	152.0	0.0	2.0	0.0	356.0	92.0	2.0	0.0	0.0	99.0	57.0
SRR5575407_k141_100550_23	314.0	0.0	107.0	185.0	0.0	0.0	0.0	455.0	144.0	11.0	0.0	0.0	171.0	62.0
SRR5575407_k141_100550_24	256.0	0.0	95.0	160.0	0.0	0.0	0.0	425.0	107.0	8.0	0.0	0.0	181.0	67.0
SRR5575407_k141_100550_25	278.0	0.0	85.0	184.0	0.0	0.0	2.0	449.0	86.0	6.0	4.0	4.0	176.0	78.0
SRR5575407_k141_100550_26	221.0	0.0	85.0	140.0	0.0	0.0	0.0	425.0	90.0	10.0	0.0	0.0	128.0	54.0
SRR5575407_k141_100550_27	316.0	0.0	111.0	197.0	0.0	0.0	0.0	550.0	135.0	9.0	3.0	0.0	179.0	74.0
SRR5575407_k141_100550_28	342.0	0.0	143.0	252.0	0.0	0.0	2.0	596.0	160.0	6.0	0.0	0.0	196.0	74.0
SRR5575407_k141_100550_29	560.0	0.0	216.0	408.0	0.0	0.0	0.0	984.0	219.0	10.0	2.0	0.0	292.0	161.0
SRR5575407_k141_100550_3	66.0	0.0	34.0	69.0	0.0	0.0	0.0	180.0	26.0	3.0	0.0	0.0	36.0	14.0
SRR5575407_k141_100550_30	131.0	0.0	55.0	72.0	0.0	0.0	0.0	177.0	66.0	5.0	0.0	0.0	70.0	33.0
SRR5575407_k141_100550_31	184.0	0.0	81.0	137.0	0.0	0.0	0.0	340.0	79.0	9.0	0.0	0.0	110.0	56.0
SRR5575407_k141_100550_32	81.0	0.0	34.0	57.0	0.0	0.0	0.0	176.0	43.0	0.0	0.0	0.0	57.0	31.0
SRR5575407_k141_100550_33	767.0	3.0	263.0	572.0	0.0	2.0	3.0	1380.0	236.0	36.0	13.0	0.0	439.0	197.0
SRR5575407_k141_100550_34	817.0	0.0	209.0	488.0	0.0	3.0	0.0	1418.0	279.0	40.0	6.0	0.0	445.0	243.0
SRR5575407_k141_100550_35	38.0	0.0	16.0	29.0	0.0	0.0	0.0	79.0	8.0	0.0	0.0	0.0	27.0	9.0
SRR5575407_k141_100550_36	295.0	0.0	81.0	185.0	0.0	0.0	0.0	576.0	82.0	7.0	0.0	0.0	180.0	82.0
SRR5575407_k141_100550_37	201.0	0.0	85.0	146.0	0.0	0.0	0.0	339.0	48.0	6.0	0.0	0.0	160.0	63.0
SRR5575407_k141_100550_38	15.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5575407_k141_100550_4	100.0	0.0	28.0	71.0	0.0	2.0	0.0	178.0	24.0	3.0	0.0	0.0	50.0	24.0
SRR5575407_k141_100550_40	186.0	0.0	39.0	101.0	0.0	0.0	6.0	291.0	55.0	2.0	0.0	0.0	107.0	43.0
SRR5575407_k141_100550_41	68.0	0.0	19.0	15.0	0.0	0.0	0.0	68.0	8.0	0.0	0.0	0.0	23.0	11.0
SRR5575407_k141_100550_43	265.0	0.0	111.0	194.0	0.0	0.0	0.0	425.0	55.0	3.0	0.0	0.0	158.0	80.0
SRR5575407_k141_100550_44	179.0	0.0	43.0	137.0	0.0	0.0	0.0	320.0	53.0	6.0	0.0	0.0	72.0	48.0
SRR5575407_k141_100550_45	253.0	0.0	100.0	205.0	0.0	0.0	0.0	564.0	57.0	18.0	0.0	0.0	179.0	66.0
